;******* 2000 OHM RUTHENIUM OXIDE RESISTOR ********
;Data for 2000 Ohm Ruthium Oxide Resistor
;4/10/93
;Used for ITC502 Range CR11
17:13:20      06-17-1993
RuO
T, R
K, -


 1.489706      3356.086 
 1.495402      3351.666 
 1.501128      3347.253 
 1.506882      3342.846 
 1.512668      3338.448 
 1.518482      3334.056 
 1.524326      3329.672 
 1.530204      3325.294 
 1.536109      3320.926 
 1.542046      3316.563 
 1.548016      3312.207 
 1.554015      3307.857 
 1.560048      3303.516 
 1.566112      3299.183 
 1.572207      3294.856 
 1.578336      3290.535 
 1.584497      3286.223 
 1.590691      3281.915 
 1.596918      3277.617 
 1.603179      3273.325 
 1.609473      3269.039 
 1.615803      3264.763 
 1.622165      3260.491 
 1.628562      3256.228 
 1.634996      3251.97 
 1.641462      3247.721 
 1.647964      3243.477 
 1.654504      3239.24 
 1.661077      3235.011 
 1.667688      3230.789 
 1.674336      3226.573 
 1.681019      3222.364 
 1.68774       3218.162 
 1.694499      3213.968 
 1.701295      3209.779 
 1.708129      3205.599 
 1.715003      3201.423 
 1.721913      3197.255 
 1.728865      3193.094 
 1.735854      3188.94 
 1.742882      3184.792 
 1.749953      3180.651 
 1.757062      3176.517 
 1.764213      3172.39 
 1.771405      3168.27 
 1.778636      3164.155 
 1.785911      3160.048 
 1.793228      3155.948 
 1.800586      3151.853 
 1.807988      3147.766 
 1.815434      3143.686 
 1.822921      3139.611 
 1.830455      3135.543 
 1.838031      3131.48 
 1.845651      3127.426 
 1.853319      3123.378 
 1.86103       3119.339 
 1.868787      3115.303 
 1.876592      3111.274 
 1.884442      3107.253 
 1.89234       3103.238 
 1.900286      3099.229 
 1.908278      3095.225 
 1.91632       3091.229 
 1.92441       3087.24 
 1.932549      3083.256 
 1.940738      3079.28 
 1.948978      3075.311 
 1.957267      3071.346 
 1.96561       3067.388 
 1.974001      3063.438 
 1.982444      3059.493 
 1.990943      3055.553 
 1.999492      3051.622 
 2.008094      3047.696 
 2.016753      3043.777 
 2.025463      3039.862 
 2.03423       3035.957 
 2.043053      3032.057 
 2.051929      3028.161 
 2.060864      3024.272 
 2.069856      3020.393 
 2.078904      3016.515 
 2.088012      3012.646 
 2.097178      3008.784 
 2.106401      3004.926 
 2.115688      3001.075 
 2.125032      2997.229 
 2.134437      2993.39 
 2.143907      2989.559 
 2.153435      2985.732 
 2.163028      2981.912 
 2.172685      2978.098 
 2.182403      2974.291 
 2.192186      2970.489 
 2.202034      2966.691 
 2.211956      2962.903 
 2.219433      2960.064 
 2.22444       2958.173 
 2.229464      2956.285 
 2.234505      2954.398 
 2.239563      2952.512 
 2.244638      2950.628 
 2.24973       2948.743 
 2.254839      2946.863 
 2.259966      2944.983 
 2.265117      2943.104 
 2.270279      2941.228 
 2.275458      2939.353 
 2.280655      2937.479 
 2.28587       2935.607 
 2.291102      2933.737 
 2.296353      2931.867 
 2.301621      2930 
 2.306908      2928.134 
 2.312213      2926.266 
 2.317536      2924.402 
 2.322878      2922.542 
 2.328246      2920.682 
 2.333625      2918.823 
 2.339023      2916.966 
 2.344439      2915.109 
 2.349874      2913.256 
 2.355329      2911.403 
 2.360802      2909.552 
 2.366294      2907.701 
 2.371806      2905.85 
 2.377337      2904.003 
 2.382888      2902.158 
 2.388466      2900.314 
 2.394056      2898.471 
 2.399666      2896.631 
 2.405296      2894.79 
 2.410945      2892.952 
 2.416615      2891.115 
 2.422305      2889.281 
 2.428015      2887.446 
 2.433746      2885.612 
 2.439497      2883.781 
 2.445269      2881.951 
 2.45107       2880.124 
 2.456884      2878.296 
 2.462718      2876.472 
 2.468573      2874.648 
 2.47445       2872.827 
 2.480348      2871.006 
 2.486267      2869.187 
 2.492208      2867.369 
 2.49817       2865.552 
 2.504155      2863.734 
 2.510161      2861.922 
 2.516198      2860.108 
 2.522248      2858.298 
 2.52832       2856.489 
 2.534415      2854.682 
 2.540532      2852.875 
 2.546672      2851.07 
 2.552835      2849.266 
 2.55902       2847.464 
 2.565228      2845.664 
 2.571459      2843.863 
 2.577714      2842.064 
 2.583992      2840.267 
 2.590302      2838.473 
 2.596627      2836.679 
 2.602975      2834.888 
 2.609348      2833.097 
 2.615744      2831.308 
 2.622164      2829.519 
 2.628609      2827.734 
 2.635078      2825.949 
 2.641572      2824.163 
 2.648089      2822.38 
 2.654632      2820.599 
 2.66121       2818.82 
 2.667803      2817.042 
 2.67442       2815.266 
 2.681064      2813.49 
 2.687732      2811.716 
 2.694427      2809.944 
 2.701146      2808.173 
 2.707892      2806.404 
 2.714664      2804.633 
 2.721461      2802.866 
 2.728287      2801.1 
 2.735147      2799.336 
 2.742026      2797.573 
 2.748931      2795.813 
 2.755861      2794.053 
 2.762817      2792.294 
 2.769805      2790.538 
 2.776816      2788.782 
 2.783856      2787.027 
 2.790925      2785.275 
 2.79802       2783.521 
 2.805145      2781.771 
 2.812295      2780.021 
 2.819487      2778.273 
 2.826694      2776.528 
 2.833931      2774.784 
 2.841199      2773.04 
 2.848493      2771.298 
 2.855817      2769.558 
 2.863172      2767.818 
 2.870554      2766.081 
 2.877966      2764.341 
 2.88541       2762.606 
 2.892881      2760.873 
 2.900395      2759.141 
 2.907928      2757.41 
 2.91549       2755.68 
 2.923083      2753.952 
 2.930708      2752.225 
 2.938364      2750.499 
